vessel_id,ship_type,fuel_type,displacement_tons,cargo_load_pct,speed_knots,distance_nm,weather,power_kw,voyage_hours,fuel_kg,co2_kg,cost_usd
V0046,Container Ship,HFO,76617.7,0.439,16.09,314.5,Calm,514119.4,19.54,927074.39,2883201.35,509890.91
V0046,Container Ship,HFO,101529.2,0.593,17.8,244.1,Moderate,905057.5,13.71,1085307.49,3375306.29,596919.12
V0046,Container Ship,HFO,208513.5,0.675,20.61,244.3,Moderate,2310905.1,11.85,2858013.95,8888423.37,1571907.67
V0046,Container Ship,HFO,129803.8,0.474,17.18,96.9,Calm,895905.2,5.64,573021.67,1782097.38,315161.92
V0046,Container Ship,HFO,135817.4,0.675,23.31,66.3,Moderate,2511703.0,2.84,692066.92,2152328.13,380636.81
V0046,Container Ship,HFO,77414.2,0.641,15.18,147.6,Calm,455687.6,9.72,346145.21,1076511.6,190379.86
V0046,Container Ship,HFO,30188.1,0.597,15.62,92.1,Moderate,272581.5,5.9,180738.2,562095.8,99406.01
V0046,Container Ship,HFO,72146.4,0.476,14.24,473.6,Calm,345366.5,33.25,1002392.87,3117441.83,551316.08
V0046,Container Ship,HFO,216442.5,0.453,20.18,324.6,Stormy,2234482.7,16.09,4191781.46,13036440.35,2305479.81
V0046,Container Ship,HFO,68762.5,0.959,20.23,239.0,Calm,1065527.9,11.82,1204230.94,3745158.21,662327.01
V0047,Tanker,LNG,129259.4,0.954,13.89,485.6,Calm,28591.1,34.95,60370.09,166017.75,36222.05
V0047,Tanker,LNG,218709.1,0.674,10.9,290.0,Moderate,19191.0,26.62,35305.95,97091.36,21183.57
V0047,Tanker,LNG,92132.7,1.0,15.13,65.5,Moderate,30909.8,4.33,9484.6,26082.64,5690.76
V0047,Tanker,LNG,69287.6,0.81,14.04,77.0,Moderate,19679.6,5.48,6316.53,17370.47,3789.92
V0047,Tanker,LNG,125425.8,0.738,14.18,317.4,Calm,28501.1,22.38,46715.64,128468.01,28029.38
V0047,Tanker,LNG,208379.2,0.547,12.83,194.7,Calm,28354.9,15.18,31953.26,87871.46,19171.95
V0047,Tanker,LNG,296322.1,0.57,11.33,416.7,Calm,24854.5,36.76,71313.82,196112.99,42788.29
V0047,Tanker,LNG,114211.6,0.492,14.79,481.0,Stormy,31589.1,32.52,84655.77,232803.37,50793.46
V0047,Tanker,LNG,65685.4,0.494,15.48,283.0,Calm,22783.4,18.28,29258.33,80460.41,17555.0
V0047,Tanker,LNG,93185.4,0.46,15.48,408.8,Stormy,31413.0,26.4,77314.4,212614.61,46388.64
V0048,Bulk Carrier,HFO,71272.8,0.681,11.42,308.2,Calm,13543.0,27.0,29538.27,91864.03,16246.05
V0048,Bulk Carrier,HFO,40509.1,0.792,14.65,277.6,Moderate,20926.9,18.94,31390.53,97624.56,17264.79
V0048,Bulk Carrier,HFO,134581.0,0.46,14.38,326.1,Calm,39247.0,22.69,121476.4,377791.61,66812.02
V0048,Bulk Carrier,HFO,30616.4,0.496,11.21,77.3,Moderate,7268.6,6.9,3225.2,10030.38,1773.86
V0048,Bulk Carrier,HFO,146538.4,0.738,14.11,189.3,Moderate,43513.5,13.42,36784.52,114399.87,20231.49
V0048,Bulk Carrier,HFO,124818.2,0.898,11.05,490.7,Calm,18682.4,44.4,61162.89,190216.58,33639.59
V0048,Bulk Carrier,HFO,59176.8,0.754,13.73,88.0,Moderate,21975.7,6.41,19564.46,60845.46,10760.45
V0048,Bulk Carrier,HFO,32720.9,0.857,13.75,181.8,Stormy,16096.2,13.22,29216.45,90863.15,16069.04
V0048,Bulk Carrier,HFO,64577.0,0.596,13.54,476.7,Calm,20768.7,35.19,60858.64,189270.38,33472.25
V0048,Bulk Carrier,HFO,138773.2,0.485,12.37,306.8,Calm,25682.8,24.8,60187.67,187183.65,33103.22
V0049,Container Ship,MDO,144459.2,0.552,17.78,405.5,Calm,1086670.6,22.8,1369458.58,4395962.05,958621.01
V0049,Container Ship,MDO,217219.3,0.511,21.06,328.0,Calm,2347630.1,15.57,3039435.54,9756588.07,2127604.87
V0049,Container Ship,MDO,102146.7,0.85,23.24,394.1,Calm,2056963.0,16.96,2061995.32,6619004.99,1443396.73
V0049,Container Ship,MDO,117586.4,0.932,20.43,463.4,Calm,1559563.5,22.69,4485717.72,14399153.9,3140002.41
V0049,Container Ship,MDO,153205.2,0.77,21.83,326.6,Calm,2195265.6,14.96,2927242.87,9396449.6,2049070.01
V0049,Container Ship,MDO,70958.4,0.547,16.7,319.0,Calm,559740.8,19.1,887551.42,2849040.07,621286.0
V0049,Container Ship,MDO,101045.1,0.839,18.46,234.4,Calm,1020848.6,12.7,1356573.07,4354599.54,949601.15
V0049,Container Ship,MDO,33088.9,0.921,23.64,417.1,Moderate,1077546.7,17.64,1494410.04,4797056.24,1046087.03
V0049,Container Ship,MDO,94123.0,0.533,20.11,324.0,Calm,1176409.1,16.11,2979083.18,9562857.01,2085358.23
V0049,Container Ship,MDO,155269.7,0.523,21.81,392.4,Calm,2090168.6,17.99,2684325.72,8616685.55,1879028.0
V0050,RoRo,LNG,36244.7,0.679,21.33,432.6,Stormy,45781.9,20.28,74345.33,204449.66,44607.2
V0050,RoRo,LNG,12506.9,0.972,17.12,166.0,Calm,11268.8,9.69,5494.4,15109.61,3296.64
V0050,RoRo,LNG,38781.4,0.599,20.09,338.4,Moderate,37147.9,16.85,49518.48,136175.81,29711.09
V0050,RoRo,LNG,15600.8,0.827,21.5,185.8,Calm,25095.8,8.64,15320.37,42131.02,9192.22
V0050,RoRo,LNG,23539.0,0.562,19.06,121.8,Moderate,22561.2,6.39,9403.79,25860.43,5642.28
V0050,RoRo,LNG,14865.4,0.514,16.66,199.1,Calm,10544.2,11.95,7088.78,19494.14,4253.27
V0050,RoRo,LNG,26252.2,0.656,15.03,360.0,Stormy,12857.4,23.95,19561.38,53793.8,11736.83
V0050,RoRo,LNG,12949.5,0.906,14.34,374.6,Moderate,6957.2,26.12,13684.87,37633.4,8210.92
V0050,RoRo,LNG,33307.2,0.998,17.01,186.5,Calm,21346.3,10.96,13478.92,37067.03,8087.35
V0050,RoRo,LNG,34810.2,0.915,19.12,380.8,Moderate,31898.2,19.92,36484.29,100331.8,21890.57
V0051,Tanker,HFO,189595.3,0.599,12.12,105.7,Calm,22728.7,8.72,18949.74,58933.69,10422.36
V0051,Tanker,HFO,40651.1,0.979,15.5,190.4,Stormy,20286.1,12.29,23369.84,72680.19,12853.41
V0051,Tanker,HFO,221604.2,0.513,13.6,360.8,Calm,34943.4,26.52,135067.94,420061.29,74287.37
V0051,Tanker,HFO,191136.9,0.991,15.92,352.4,Moderate,58505.9,22.14,89135.04,277209.96,49024.27
V0051,Tanker,HFO,36049.9,0.704,15.2,214.1,Calm,15171.6,14.08,23493.51,73064.81,12921.43
V0051,Tanker,HFO,95765.9,0.448,12.95,128.2,Calm,16959.9,9.9,23152.17,72003.26,12733.69
V0051,Tanker,HFO,262620.5,0.416,10.86,179.7,Calm,19448.1,16.55,23305.64,72480.53,12818.1
V0051,Tanker,HFO,217478.6,0.456,13.89,224.6,Moderate,37662.2,16.17,58453.11,181789.17,32149.21
V0051,Tanker,HFO,281243.5,0.79,14.57,465.2,Stormy,58859.4,31.93,201805.92,627616.4,110993.25
V0051,Tanker,HFO,139593.6,0.457,10.02,78.2,Calm,10128.8,7.8,9930.05,30882.46,5461.53
V0052,Bulk Carrier,MDO,114434.1,0.408,10.73,386.6,Calm,14475.0,36.02,47019.23,150931.74,32913.46
V0052,Bulk Carrier,MDO,72896.1,0.817,11.37,415.3,Moderate,14546.4,36.53,47714.34,153163.05,33400.04
V0052,Bulk Carrier,MDO,149253.4,0.69,13.39,137.7,Moderate,37223.9,10.29,26295.72,84409.27,18407.01
V0052,Bulk Carrier,MDO,37939.7,0.48,12.59,95.0,Calm,11392.7,7.54,8369.2,26865.13,5858.44
V0052,Bulk Carrier,MDO,65578.4,0.738,11.78,194.9,Stormy,15655.1,16.55,18551.58,59550.57,12986.11
V0052,Bulk Carrier,MDO,67988.0,0.881,10.57,300.3,Calm,10880.9,28.4,26324.09,84500.33,18426.86
V0052,Bulk Carrier,MDO,95611.8,0.693,14.86,298.9,Calm,36391.1,20.12,68230.3,219019.26,47761.21
V0052,Bulk Carrier,MDO,148640.2,0.426,10.51,188.9,Moderate,16891.2,17.98,17845.35,57283.58,12491.75
V0052,Bulk Carrier,MDO,131378.6,0.537,10.36,264.7,Calm,14716.1,25.55,25518.82,81915.4,17863.17
V0052,Bulk Carrier,MDO,142145.8,0.757,14.76,113.1,Stormy,51819.5,7.66,31700.65,101759.1,22190.46
V0053,RoRo,MDO,31123.6,0.594,20.56,267.6,Moderate,34358.9,13.01,42220.88,135529.04,29554.62
V0053,RoRo,MDO,29939.2,0.514,14.27,174.0,Calm,10567.2,12.2,10985.22,35262.57,7689.66
V0053,RoRo,MDO,28854.3,0.612,17.37,90.6,Calm,19015.4,5.22,5905.4,18956.32,4133.78
V0053,RoRo,MDO,27370.8,0.854,17.93,269.1,Stormy,23428.0,15.01,19118.41,61370.09,13382.89
V0053,RoRo,MDO,24376.7,0.554,14.21,474.1,Calm,9187.2,33.36,30400.64,97586.05,21280.45
V0053,RoRo,MDO,11856.6,0.96,14.2,319.8,Calm,6193.4,22.52,10345.03,33207.55,7241.52
V0053,RoRo,MDO,26381.6,0.842,18.93,181.4,Calm,24400.5,9.58,26439.88,84872.02,18507.92
V0053,RoRo,MDO,12566.7,0.825,16.49,55.6,Calm,9795.4,3.37,2228.88,7154.71,1560.22
V0053,RoRo,MDO,28129.2,0.704,20.77,232.9,Moderate,33965.6,11.21,22155.64,71119.6,15508.95
V0053,RoRo,MDO,38324.4,0.62,16.2,61.8,Calm,18678.7,3.81,4765.79,15298.18,3336.05
V0054,Container Ship,MDO,85544.3,0.495,19.21,203.1,Moderate,991316.6,10.57,427571.0,1372502.92,299299.7
V0054,Container Ship,MDO,125569.1,0.864,20.72,408.0,Moderate,1744175.8,19.69,2763095.32,8869535.97,1934166.72
V0054,Container Ship,MDO,36244.9,0.697,15.16,67.4,Calm,276918.6,4.45,84812.58,272248.37,59368.8
V0054,Container Ship,MDO,136513.9,0.591,18.81,355.1,Moderate,1299267.7,18.88,1700947.93,5460042.86,1190663.55
V0054,Container Ship,MDO,141178.1,0.816,19.96,191.6,Calm,1606116.0,9.6,1227241.42,3939444.96,859068.99
V0054,Container Ship,MDO,55659.7,0.913,18.41,451.7,Calm,690990.4,24.54,1606395.72,5156530.25,1124477.0
V0054,Container Ship,MDO,126377.2,0.673,18.24,54.6,Stormy,1213827.6,2.99,392188.46,1258924.95,274531.92
V0054,Container Ship,MDO,84481.3,0.522,22.66,465.1,Moderate,1625024.7,20.52,2154087.8,6914621.84,1507861.46
V0054,Container Ship,MDO,134305.8,0.483,23.45,247.7,Calm,2335250.5,10.56,2771473.73,8896430.66,1940031.61
V0054,Container Ship,MDO,215080.8,0.445,14.28,383.2,Stormy,787863.8,26.83,1166153.24,3743351.91,816307.27
V0055,Tanker,MDO,203189.9,0.944,10.41,425.5,Moderate,16895.2,40.86,59197.88,190025.18,41438.51
V0055,Tanker,MDO,248439.6,0.46,13.1,163.3,Moderate,34543.4,12.47,32692.92,104944.29,22885.05
V0055,Tanker,MDO,61843.7,0.539,13.07,74.5,Calm,13302.7,5.7,4158.8,13349.76,2911.16
V0055,Tanker,MDO,241366.3,0.605,10.34,432.6,Stormy,18267.8,41.82,60583.16,194471.95,42408.21
V0055,Tanker,MDO,135718.6,0.927,10.93,287.9,Calm,14286.3,26.35,35464.78,113841.96,24825.35
V0055,Tanker,MDO,250943.6,0.549,13.38,300.9,Stormy,40010.5,22.5,105839.14,339743.64,74087.4
V0055,Tanker,MDO,179533.8,0.758,11.97,195.1,Calm,21866.4,16.29,31792.17,102052.88,22254.52
V0055,Tanker,MDO,76661.1,0.602,10.24,214.0,Stormy,8250.4,20.89,15740.86,50528.15,11018.6
V0055,Tanker,MDO,233050.4,0.736,11.97,419.7,Moderate,26903.8,35.07,79373.16,254787.84,55561.21
V0055,Tanker,MDO,34650.0,0.941,15.95,402.0,Stormy,19719.5,25.21,44493.08,142822.8,31145.16
V0056,Bulk Carrier,HFO,146329.3,0.876,10.03,179.7,Moderate,16098.3,17.91,17236.95,53606.91,9480.32
V0056,Bulk Carrier,HFO,68201.0,0.668,11.55,485.0,Calm,13581.4,41.99,59875.73,186213.52,32931.65
V0056,Bulk Carrier,HFO,85520.4,0.945,12.76,244.6,Moderate,23497.0,19.16,45019.8,140011.59,24760.89
V0056,Bulk Carrier,HFO,110287.4,0.738,12.21,367.4,Moderate,23336.7,30.08,76206.89,237003.42,41913.79
V0056,Bulk Carrier,HFO,139956.7,0.699,13.38,385.8,Calm,34327.3,28.83,59218.95,184170.94,32570.42
V0056,Bulk Carrier,HFO,20396.5,0.89,14.28,324.5,Calm,12030.6,22.73,18375.94,57149.17,10106.77
V0056,Bulk Carrier,HFO,141327.9,0.742,11.96,434.4,Calm,24901.3,36.32,81568.77,253678.88,44862.83
V0056,Bulk Carrier,HFO,123179.7,0.886,13.59,305.2,Calm,34369.5,22.46,76809.52,238877.62,42245.24
V0056,Bulk Carrier,HFO,64491.8,0.983,14.8,368.3,Stormy,32316.3,24.89,66163.67,205769.01,36390.02
V0056,Bulk Carrier,HFO,140859.4,0.859,13.05,127.5,Moderate,34389.6,9.77,28055.13,87251.46,15430.32
V0057,RoRo,MDO,13289.7,0.465,17.05,277.7,Calm,10365.0,16.29,13050.36,41891.67,9135.25
V0057,RoRo,MDO,35128.5,0.684,17.88,71.9,Calm,24019.8,4.02,9813.27,31500.61,6869.29
V0057,RoRo,MDO,31153.8,0.493,20.36,152.7,Moderate,32629.9,7.5,16086.25,51636.87,11260.38
V0057,RoRo,MDO,36663.9,0.598,18.35,448.6,Calm,26238.4,24.45,37554.54,120550.08,26288.18
V0057,RoRo,MDO,24402.4,0.918,21.98,101.5,Stormy,40506.3,4.62,20191.81,64815.7,14134.27
V0057,RoRo,MDO,20321.1,0.699,18.15,181.6,Moderate,18226.8,10.0,18062.71,57981.31,12643.9
V0057,RoRo,MDO,28680.7,0.943,18.11,370.0,Moderate,23990.4,20.42,52243.32,167701.07,36570.33
V0057,RoRo,MDO,39200.5,0.902,20.5,437.3,Calm,40822.7,21.34,78763.98,252832.36,55134.78
V0057,RoRo,MDO,32858.4,0.593,15.12,188.2,Calm,13633.7,12.44,15243.13,48930.44,10670.19
V0057,RoRo,MDO,34603.1,0.859,16.05,385.4,Calm,17886.2,24.01,42354.09,135956.64,29647.86
V0058,RoRo,MDO,37454.2,0.868,20.41,225.7,Calm,38791.4,11.06,40712.14,130685.96,28498.5
V0058,RoRo,MDO,34116.5,0.427,16.62,412.7,Calm,17856.3,24.82,49645.73,159362.78,34752.01
V0058,RoRo,MDO,36083.7,0.572,21.06,478.1,Calm,39011.3,22.7,73477.81,235863.78,51434.47
V0058,RoRo,MDO,25036.3,0.486,15.76,471.0,Calm,12554.5,29.88,20812.73,66808.88,14568.91
V0058,RoRo,MDO,15968.7,0.769,15.81,345.2,Calm,10002.0,21.84,17880.12,57395.18,12516.08
V0058,RoRo,MDO,28076.7,0.592,19.56,214.5,Calm,26538.0,10.97,17246.11,55360.02,12072.28
V0058,RoRo,MDO,28654.3,0.801,16.22,252.9,Moderate,16712.9,15.59,24110.16,77393.62,16877.11
V0058,RoRo,MDO,36554.9,0.464,19.38,339.2,Calm,29883.6,17.5,58173.22,186736.03,40721.25
V0058,RoRo,MDO,27965.8,0.893,17.33,315.1,Calm,19645.6,18.18,19207.27,61655.34,13445.09
V0058,RoRo,MDO,34136.4,0.89,18.28,174.5,Calm,26313.1,9.55,17026.88,54656.3,11918.82
V0059,Tanker,HFO,232866.4,0.916,12.1,225.2,Calm,27752.6,18.61,56178.12,174713.96,30897.97
V0059,Tanker,HFO,82803.0,0.45,11.86,141.4,Calm,11816.9,11.93,13963.03,43425.03,7679.67
V0059,Tanker,HFO,139689.5,0.945,15.28,75.8,Calm,39964.3,4.96,18740.16,58281.9,10307.09
V0059,Tanker,HFO,211849.0,0.477,11.44,238.9,Calm,20006.4,20.88,36987.18,115030.14,20342.95
V0059,Tanker,HFO,183350.9,0.608,12.16,324.9,Calm,22471.1,26.72,46767.27,145446.2,25722.0
V0059,Tanker,HFO,266536.6,0.432,11.93,307.2,Calm,26153.4,25.74,117016.61,363921.65,64359.13
V0059,Tanker,HFO,72026.0,0.457,12.55,269.2,Calm,12807.8,21.44,46791.0,145520.01,25735.05
V0059,Tanker,HFO,286878.6,0.76,13.69,221.6,Calm,44711.2,16.19,95981.58,298502.71,52789.87
V0059,Tanker,HFO,174199.6,0.428,14.51,240.6,Calm,35400.3,16.58,46742.89,145370.38,25708.59
V0059,Tanker,HFO,143257.3,0.811,15.3,159.8,Moderate,41292.3,10.45,32259.63,100327.46,17742.8
V0060,Bulk Carrier,HFO,127214.9,0.855,12.2,380.4,Stormy,27728.4,31.19,132753.94,412864.77,73014.67
V0060,Bulk Carrier,HFO,140697.8,0.881,14.26,424.6,Moderate,45077.9,29.77,165390.41,514364.19,90964.73
V0060,Bulk Carrier,HFO,96033.2,0.659,13.19,281.7,Stormy,27889.2,21.36,76283.26,237240.95,41955.8
V0060,Bulk Carrier,HFO,147896.7,0.854,14.81,162.0,Moderate,51897.9,10.94,43070.48,133949.19,23688.76
V0060,Bulk Carrier,HFO,165104.4,0.985,12.87,310.6,Calm,36183.5,24.14,79690.03,247835.98,43829.51
V0060,Bulk Carrier,HFO,135957.8,0.513,13.98,248.5,Calm,36797.8,17.78,64548.94,200747.19,35501.92
V0060,Bulk Carrier,HFO,101721.0,0.926,10.45,372.7,Calm,13867.9,35.66,49494.91,153929.16,27222.2
V0060,Bulk Carrier,HFO,52043.3,0.851,10.42,280.2,Calm,8668.4,26.88,15682.06,48771.21,8625.13
V0060,Bulk Carrier,HFO,75010.6,0.499,11.31,175.2,Stormy,14365.7,15.49,12023.91,37394.37,6613.15
V0060,Bulk Carrier,HFO,72307.1,0.874,10.44,161.9,Calm,10900.9,15.51,15535.73,48316.12,8544.65
V0061,Bulk Carrier,HFO,125927.9,0.808,13.15,472.9,Stormy,34217.6,35.96,80394.23,250026.06,44216.83
V0061,Bulk Carrier,HFO,146788.0,0.855,12.46,367.0,Calm,29551.1,29.46,46968.55,146072.18,25832.7
V0061,Bulk Carrier,HFO,33596.0,0.715,14.18,469.8,Calm,15832.0,33.13,35667.0,110924.38,19616.85
V0061,Bulk Carrier,HFO,173636.2,0.533,10.64,207.1,Moderate,19952.1,19.46,40112.79,124750.77,22062.03
V0061,Bulk Carrier,HFO,23726.6,0.789,10.77,303.0,Moderate,5809.4,28.14,16661.11,51816.06,9163.61
V0061,Bulk Carrier,HFO,86445.0,0.587,11.37,57.0,Calm,14883.7,5.02,8230.71,25597.51,4526.89
V0061,Bulk Carrier,HFO,23223.1,0.961,10.79,349.7,Moderate,5967.9,32.42,22290.51,69323.49,12259.78
V0061,Bulk Carrier,HFO,110841.0,0.659,10.69,303.8,Calm,14836.2,28.43,40893.36,127178.36,22491.35
V0061,Bulk Carrier,HFO,88450.2,0.861,11.4,358.6,Moderate,16824.5,31.46,48539.06,150956.47,26696.48
V0061,Bulk Carrier,HFO,106135.2,0.562,10.16,375.3,Moderate,12582.7,36.96,27523.82,85599.09,15138.1
V0062,LNG Carrier,MDO,93313.9,0.574,17.73,236.2,Calm,46650.8,13.32,43255.42,138849.9,30278.79
V0062,LNG Carrier,MDO,107991.5,0.81,14.24,407.8,Calm,28079.6,28.64,63840.85,204929.13,44688.6
V0062,LNG Carrier,MDO,105684.0,0.839,17.65,481.6,Moderate,55151.0,27.29,140902.14,452295.87,98631.5
V0062,LNG Carrier,MDO,76538.7,0.62,15.7,240.8,Calm,28701.3,15.34,36483.24,117111.21,25538.27
V0062,LNG Carrier,MDO,102270.5,0.824,15.32,411.9,Calm,33818.9,26.89,68270.51,219148.34,47789.36
V0062,LNG Carrier,MDO,92897.6,0.97,14.17,354.2,Calm,25865.9,24.99,42906.84,137730.97,30034.79
V0062,LNG Carrier,MDO,99466.4,0.622,15.54,329.1,Calm,33191.2,21.17,46154.27,148155.21,32307.99
V0062,LNG Carrier,MDO,67806.5,0.401,14.72,499.6,Calm,20725.6,33.94,94910.44,304662.51,66437.31
V0062,LNG Carrier,MDO,61398.6,0.828,16.51,372.9,Stormy,33176.5,22.58,42767.09,137282.37,29936.97
V0062,LNG Carrier,MDO,128210.9,0.957,14.24,494.1,Moderate,33735.0,34.71,97423.49,312729.39,68196.44
V0063,LNG Carrier,HFO,106432.1,0.772,17.1,285.4,Stormy,52507.3,16.7,63345.69,197005.11,34840.13
V0063,LNG Carrier,HFO,88004.7,0.886,14.8,136.5,Calm,27956.5,9.23,20197.33,62813.71,11108.53
V0063,LNG Carrier,HFO,97124.2,0.929,16.25,350.8,Moderate,41424.0,21.59,84498.9,262791.56,46474.39
V0063,LNG Carrier,HFO,117392.0,0.632,17.07,263.5,Stormy,54092.2,15.44,71102.19,221127.81,39106.2
V0063,LNG Carrier,HFO,81343.8,0.658,17.11,295.2,Moderate,40599.7,17.25,46831.56,145646.15,25757.36
V0063,LNG Carrier,HFO,120678.9,0.736,16.08,465.3,Calm,42828.9,28.95,120189.85,373790.44,66104.42
V0063,LNG Carrier,HFO,118005.3,0.752,14.83,459.5,Moderate,34587.3,30.98,94211.65,292998.23,51816.41
V0063,LNG Carrier,HFO,62521.7,0.789,16.98,168.6,Calm,32946.3,9.93,60672.49,188691.44,33369.87
V0063,LNG Carrier,HFO,66525.3,0.765,14.44,133.5,Calm,20991.0,9.25,15938.62,49569.12,8766.24
V0063,LNG Carrier,HFO,121720.4,0.577,15.26,91.0,Stormy,39105.7,5.96,23298.08,72457.02,12813.94
V0064,Container Ship,LNG,165834.2,0.968,14.69,317.0,Stormy,808430.3,21.58,1949150.35,5360163.45,1169490.21
V0064,Container Ship,LNG,105233.8,0.564,17.16,108.4,Moderate,824169.6,6.32,272231.76,748637.33,163339.05
V0064,Container Ship,LNG,47168.2,0.486,18.98,121.2,Calm,617135.4,6.38,201177.91,553239.26,120706.75
V0064,Container Ship,LNG,57546.7,0.521,19.22,138.6,Calm,737716.0,7.21,313868.36,863137.98,188321.01
V0064,Container Ship,LNG,56485.5,0.665,18.93,343.3,Calm,719905.1,18.13,681835.2,1875046.81,409101.12
V0064,Container Ship,LNG,74502.9,0.68,17.72,82.3,Calm,712170.2,4.65,166000.09,456500.24,99600.05
V0064,Container Ship,LNG,219290.4,0.594,23.8,240.4,Calm,3474153.4,10.1,1690631.31,4649236.11,1014378.79
V0064,Container Ship,LNG,32684.0,0.508,14.95,253.9,Calm,237522.1,16.98,220670.13,606842.86,132402.08
V0064,Container Ship,LNG,97852.0,0.51,22.52,158.4,Moderate,1753716.3,7.04,492199.44,1353548.47,295319.67
V0064,Container Ship,LNG,58968.6,0.503,15.62,325.5,Calm,400531.4,20.84,654635.55,1800247.75,392781.33
V0065,LNG Carrier,HFO,99560.4,0.453,17.29,162.8,Calm,43935.1,9.41,25576.7,79543.53,14067.18
V0065,LNG Carrier,HFO,75518.8,0.878,15.16,191.7,Stormy,29790.8,12.64,45316.23,140933.46,24923.92
V0065,LNG Carrier,HFO,105637.4,0.707,17.98,266.0,Stormy,59902.6,14.8,117923.99,366743.62,64858.2
V0065,LNG Carrier,HFO,104826.3,0.588,17.28,105.8,Calm,46828.3,6.12,35780.11,111276.16,19679.06
V0065,LNG Carrier,HFO,86519.0,0.481,18.93,249.1,Moderate,54979.0,13.16,53738.08,167125.44,29555.95
V0065,LNG Carrier,HFO,93639.2,0.62,15.56,158.7,Calm,31954.1,10.2,17284.58,53755.05,9506.52
V0065,LNG Carrier,HFO,126472.2,0.897,18.01,296.2,Calm,64330.4,16.44,135622.0,421784.43,74592.1
V0065,LNG Carrier,HFO,80512.6,0.98,19.72,227.8,Moderate,66064.0,11.55,52131.51,162128.98,28672.33
V0065,LNG Carrier,HFO,71308.6,0.569,17.52,103.4,Moderate,39088.9,5.91,32551.57,101235.37,17903.36
V0065,LNG Carrier,HFO,123706.3,0.652,15.09,226.8,Moderate,36735.0,15.03,60988.16,189673.19,33543.49
V0066,Bulk Carrier,HFO,123873.4,0.622,12.87,120.3,Calm,27668.4,9.35,26144.82,81310.4,14379.65
V0066,Bulk Carrier,HFO,136683.4,0.724,11.55,293.1,Stormy,24016.2,25.38,45713.4,142168.69,25142.37
V0066,Bulk Carrier,HFO,31719.4,0.902,10.89,95.4,Moderate,7468.2,8.76,4230.43,13156.64,2326.74
V0066,Bulk Carrier,HFO,55083.5,0.812,11.62,316.0,Moderate,12849.9,27.2,29006.35,90209.74,15953.49
V0066,Bulk Carrier,HFO,67206.4,0.944,13.29,301.9,Calm,21735.6,22.71,47533.14,147828.07,26143.23
V0066,Bulk Carrier,HFO,133920.2,0.593,13.64,461.9,Moderate,35844.6,33.86,141042.68,438642.74,77573.47
V0066,Bulk Carrier,HFO,143329.6,0.754,12.5,395.5,Calm,28776.9,31.64,54532.52,169596.13,29992.89
V0066,Bulk Carrier,HFO,70877.5,0.932,12.42,478.0,Moderate,19041.6,38.49,69473.78,216063.47,38210.58
V0066,Bulk Carrier,HFO,179440.8,0.879,10.76,283.4,Calm,21903.3,26.34,54179.2,168497.3,29798.56
V0066,Bulk Carrier,HFO,136982.3,0.706,13.13,242.3,Moderate,33321.0,18.45,53169.15,165356.07,29243.03
V0067,Bulk Carrier,HFO,156955.3,0.717,13.55,408.1,Calm,38590.9,30.12,99848.73,310529.54,54916.8
V0067,Bulk Carrier,HFO,81279.7,0.814,12.37,164.8,Calm,19358.2,13.32,26997.92,83963.53,14848.86
V0067,Bulk Carrier,HFO,86508.5,0.684,11.25,292.0,Calm,14751.6,25.96,40257.87,125201.97,22141.83
V0067,Bulk Carrier,HFO,21011.9,0.524,14.54,82.0,Calm,11952.2,5.64,6364.02,19792.09,3500.21
V0067,Bulk Carrier,HFO,64836.8,0.549,14.3,228.4,Moderate,25216.5,15.97,34200.87,106364.7,18810.48
V0067,Bulk Carrier,HFO,84664.7,0.824,12.68,256.8,Stormy,23618.7,20.25,21596.65,67165.57,11878.15
V0067,Bulk Carrier,HFO,67209.6,0.992,13.95,300.0,Moderate,26343.9,21.51,52064.9,161921.83,28635.69
V0067,Bulk Carrier,HFO,163810.7,0.691,13.63,107.3,Moderate,41806.2,7.87,26370.89,82013.45,14503.99
V0067,Bulk Carrier,HFO,149093.5,0.696,10.52,110.3,Calm,17387.1,10.48,18972.97,59005.94,10435.13
V0067,Bulk Carrier,HFO,135788.5,0.711,12.76,426.1,Calm,29258.3,33.39,102073.43,317448.37,56140.39
V0068,Bulk Carrier,HFO,36378.0,0.769,11.03,412.8,Calm,7938.1,37.44,39419.65,122595.1,21680.81
V0068,Bulk Carrier,HFO,140173.0,0.521,10.95,77.7,Calm,18085.8,7.1,9333.3,29026.57,5133.32
V0068,Bulk Carrier,HFO,77070.8,0.511,12.25,101.1,Moderate,17617.4,8.25,11034.6,34317.6,6069.03
V0068,Bulk Carrier,HFO,31387.0,0.408,14.88,358.0,Calm,16287.3,24.06,46051.1,143218.91,25328.1
V0068,Bulk Carrier,HFO,44450.1,0.506,11.09,442.7,Moderate,9057.6,39.91,35685.61,110982.25,19627.09
V0068,Bulk Carrier,HFO,60924.9,0.864,14.88,64.7,Moderate,29210.0,4.35,8762.26,27250.62,4819.24
V0068,Bulk Carrier,HFO,47499.1,0.793,11.92,440.7,Moderate,12534.0,36.96,37711.57,117282.98,20741.36
V0068,Bulk Carrier,HFO,152499.6,0.558,12.38,279.0,Moderate,29006.0,22.53,37219.21,115751.73,20470.56
